SMITH,1.006,1.006,1
JOHNSON,0.810,1.816,2
WILLIAMS,0.699,2.515,3
JONES,0.621,3.136,4
BROWN,0.621,3.757,5
DAVIS,0.480,4.237,6
MILLER,0.424,4.660,7
WILSON,0.339,5.000,8
MOORE,0.312,5.312,9
TAYLOR,0.311,5.623,10
ANDERSON,0.311,5.934,11
THOMAS,0.311,6.245,12
JACKSON,0.310,6.554,13
WHITE,0.279,6.834,14
HARRIS,0.275,7.109,15
MARTIN,0.273,7.382,16
THOMPSON,0.269,7.651,17
GARCIA,0.254,7.905,18
MARTINEZ,0.234,8.140,19
ROBINSON,0.233,8.372,20
CLARK,0.231,8.603,21
RODRIGUEZ,0.229,8.832,22
LEWIS,0.226,9.058,23
LEE,0.220,9.278,24
WALKER,0.219,9.497,25
HALL,0.200,9.698,26
ALLEN,0.199,9.897,27
YOUNG,0.193,10.090,28
HERNANDEZ,0.192,10.282,29
KING,0.190,10.472,30
WRIGHT,0.189,10.662,31
LOPEZ,0.187,10.849,32
HILL,0.187,11.035,33
SCOTT,0.185,11.220,34
GREEN,0.183,11.403,35
ADAMS,0.174,11.577,36
BAKER,0.171,11.748,37
GONZALEZ,0.166,11.915,38
NELSON,0.162,12.077,39
CARTER,0.162,12.239,40
MITCHELL,0.160,12.399,41
PEREZ,0.155,12.554,42
ROBERTS,0.153,12.707,43
TURNER,0.152,12.859,44
PHILLIPS,0.149,13.008,45
CAMPBELL,0.149,13.157,46
PARKER,0.146,13.302,47
EVANS,0.141,13.443,48
EDWARDS,0.137,13.580,49
COLLINS,0.134,13.714,50
STEWART,0.133,13.847,51
SANCHEZ,0.130,13.977,52
MORRIS,0.125,14.102,53
ROGERS,0.123,14.225,54
REED,0.122,14.347,55
COOK,0.120,14.467,56
MORGAN,0.118,14.585,57
BELL,0.117,14.702,58
MURPHY,0.117,14.819,59
BAILEY,0.115,14.934,60
RIVERA,0.113,15.047,61
COOPER,0.113,15.160,62
RICHARDSON,0.112,15.272,63
COX,0.110,15.382,64
HOWARD,0.110,15.492,65
WARD,0.108,15.600,66
TORRES,0.108,15.708,67
PETERSON,0.107,15.815,68
GRAY,0.106,15.921,69
RAMIREZ,0.105,16.026,70
JAMES,0.105,16.131,71
WATSON,0.103,16.233,72
BROOKS,0.103,16.336,73
KELLY,0.102,16.438,74
SANDERS,0.100,16.537,75
PRICE,0.099,16.637,76
BENNETT,0.099,16.736,77
WOOD,0.098,16.834,78
BARNES,0.097,16.931,79
ROSS,0.096,17.027,80
HENDERSON,0.095,17.122,81
COLEMAN,0.095,17.217,82
JENKINS,0.095,17.312,83
PERRY,0.094,17.406,84
POWELL,0.093,17.499,85
LONG,0.092,17.591,86
PATTERSON,0.092,17.684,87
HUGHES,0.092,17.776,88
FLORES,0.092,17.868,89
WASHINGTON,0.092,17.959,90
BUTLER,0.091,18.050,91
SIMMONS,0.091,18.141,92
FOSTER,0.091,18.231,93
GONZALES,0.087,18.318,94
BRYANT,0.087,18.405,95
ALEXANDER,0.085,18.490,96
